"record_nbr","pay_year","fms_dept","fms_department_title","job_class_pgrade","job_title","employment_type","job_status","mou","mou_title","regular_pay","overtime_pay","all_other_pay","total_pay","city_retirement_contributions","benefit_pay","gender","ethnicity"
"303030343833","2018","86","PUBLIC WORKS - STREET SERVICES","3353-0","CEMENT FINISHER","FULL_TIME","NOT_ACTIVE","02","BUILDING TRADES","78779.2","512.36","1709","81000.56","23365.91072","7987.92","MALE","CAUCASIAN"
"303030343933","2018","68","CITY PLANNING","1502-0","STUDENT PROFESSIONAL WORKER","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","11356.22","0","0","11356.22","0","0","MALE","HISPANIC"
"303030353031","2018","38","FIRE","3745-0","SENIOR HEAVY DUTY EQUIPMENT MECHANIC","FULL_TIME","ACTIVE","14","SERVICE AND CRAFT","97686.18","28169.27","1166.45","127021.9","28973.720988","19398","MALE","HISPANIC"
"303030353133","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","1045.13","0","0","1045.13","0","0","MALE","CAUCASIAN"
"3030303531","2018","70","POLICE","2232-2","POLICE LIEUTENANT II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","154437.7","5257.22","4160.82","163855.74","67257.17599","17886","MALE","CAUCASIAN"
"3030303533","2018","40","GENERAL SERVICES","3721-6","AUTO PAINTER","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","0","0","61.36","61.36","0","0","MALE","CAUCASIAN"
"3030303534","2018","94","TRANSPORTATION","3180-A","CROSSING GUARD","PART_TIME","NOT_ACTIVE","34","CROSSING GUARDS","12283.2","0","3356.5","15639.7","0","7654.08","FEMALE","BLACK"
"3030303535","2018","40","GENERAL SERVICES","3743-6","HEAVY DUTY EQUIPMENT MECHANIC","FULL_TIME","ACTIVE","14","SERVICE AND CRAFT","85295.11","1096.74","1810.69","88202.54","25298.529626","17489.04","MALE","CAUCASIAN"
"303030353733","2018","8","BUILDING AND SAFETY","1502-0","STUDENT PROFESSIONAL WORKER","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","18033.51","0","140","18173.51","0","0","MALE","HISPANIC"
"303030353733","2018","8","BUILDING AND SAFETY","7957-1","STRUCTURAL ENGINEERING ASSOCIATE I","FULL_TIME","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","11315.2","1803.36","50","13168.56","3356.08832","637.84","MALE","HISPANIC"
"3030303539","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","PER_EVENT","NOT_ACTIVE","15","SERVICE EMPLOYEES","0","0","71.05","71.05","0","0","MALE","HISPANIC"
"303030353932","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","110165.7","21181.55","1593","132940.25","51612.63045","17808.3","MALE","CAUCASIAN"
"303030353933","2018","88","RECREATION AND PARKS","2420-1","OPEN WATER LIFEGUARD I","PART_TIME","ACTIVE","18","SAFETY / SECURITY","4105.36","0","150","4255.36","0","0","MALE","HISPANIC"
"303030353933","2018","88","RECREATION AND PARKS","2476-0","LIFEGUARD RECRUIT","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","1273.1","0","0","1273.1","0","0","MALE","HISPANIC"
"3030303633","2018","70","POLICE","2207-2","POLICE SERVICE REPRESENTATIVE II","FULL_TIME","NOT_ACTIVE","03","CLERICAL","52199.54","0","806.35","53005.89","15482.383564","12969.44","FEMALE","BLACK"
"3030303634","2018","70","POLICE","2227-1","POLICE SERGEANT I","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","122911.5","24378.42","1525","148814.92","57584.03775","17888","MALE","BLACK"
"3030303635","2018","70","POLICE","2207-2","POLICE SERVICE REPRESENTATIVE II","FULL_TIME","ACTIVE","03","CLERICAL","83456.32","0","2238.39","85694.71","24753.144512","15328.32","FEMALE","CAUCASIAN"
"303030363633","2018","46","MAYOR","0145-0","MAYORAL AIDE V","FULL_TIME","NOT_ACTIVE","00","NON-REPRESENTED","67922.4","0","1764.28","69686.68","20145.78384","14110.16","FEMALE","ASIAN"
"303030363733","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","77044.6","6546.68","1593","85184.28","36095.3951","7535.11","MALE","HISPANIC"
"303030363832","2018","4","AIRPORTS","3225-3","AIRPORT POLICE OFFICER III","FULL_TIME","ACTIVE","30","LOS ANGELES AIRPORT PEACE OFFICERS","93787.91","0","10793.73","104581.64","25934.650612","13860.24","MALE","BLACK"
"303030363933","2018","40","GENERAL SERVICES","1835-2","STOREKEEPER II","FULL_TIME","NOT_ACTIVE","14","SERVICE AND CRAFT","28428.8","0","0","28428.8","8431.98208","10447.84","MALE","CAUCASIAN"
"3030303732","2018","94","TRANSPORTATION","7232-0","CIVIL ENGINEERING DRAFTING TECHNICIAN","FULL_TIME","ACTIVE","21","TECHNICAL","74712","5312.83","4601.74","84626.57","22159.5792","17489.52","MALE","ASIAN"
"303030373433","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","104484.6","3613.33","1525","109622.93","48951.0351","15813.74","FEMALE","HISPANIC"
"3030303735","2018","88","RECREATION AND PARKS","2498-B","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","0","0","61.5","61.5","0","0","MALE","ASIAN"
"303030373932","2018","28","COUNCIL","0184-0","COUNCIL AIDE V","FULL_TIME","NOT_ACTIVE","00","NON-REPRESENTED","74624.8","0","0","74624.8","22133.71568","7254","FEMALE","HISPANIC"
"303030373933","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","3103.57","0","0","3103.57","0","0","FEMALE","HISPANIC"
"303030383033","2018","6","ANIMAL SERVICES","4310-0","ANIMAL CARE TECHNICIAN","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","14499.84","0","0","14499.84","4300.652544","3434.2","FEMALE","CAUCASIAN"
"3030303832","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","85111","15476.21","29969.59","130556.8","39874.5035","13316","MALE","HISPANIC"
"303030383633","2018","70","POLICE","2214-2","POLICE OFFICER II","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","88035.08","15070.34","1989","105094.42","39706.93042","9362.97","MALE","HISPANIC"
"303030383733","2018","38","FIRE","2112-2","FIREFIGHTER II","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","30571.2","28795.2","588","59954.4","14322.6072","5005","MALE","CAUCASIAN"
"303030383733","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","75526.07","15014.39","2962.11","93502.57","29983.676735","12937","MALE","CAUCASIAN"
"303030383832","2018","38","FIRE","2112-3","FIREFIGHTER III","FULL_TIME","ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","120163","53845.41","1686","175694.41","56296.3655","12417","MALE","CAUCASIAN"
"303030383833","2018","70","POLICE","2207-1","POLICE SERVICE REPRESENTATIVE I","FULL_TIME","NOT_ACTIVE","03","CLERICAL","55664.28","0","0","55664.28","16510.025448","16794.96","FEMALE","FILIPINO"
"303030383933","2018","42","HARBOR","1501-0","STUDENT WORKER","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","1751.45","0","0","1751.45","0","0","MALE","HISPANIC"
"3030303839","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","16298.7","0","105.95","16404.65","0","7767.6","FEMALE","HISPANIC"
"3030303933","2018","78","PUBLIC WORKS - ENGINEERING","7561-1","BUILDING MECHANICAL ENGINEER I","FULL_TIME","ACTIVE","17","SUPERVISORY PROFESSIONAL ENGINEERING AND SCIENTIFIC","124168","0","385.42","124553.42","36828.2288","12402.48","FEMALE","CAUCASIAN"
"3030303936","2018","4","AIRPORTS","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","24875.2","0","0","24875.2","7377.98432","10507.25","FEMALE","BLACK"
"3030303936","2018","66","PERSONNEL","1358-0","ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","17843.2","0","0","17843.2","5292.29312","8890.75","FEMALE","BLACK"
"303030393733","2018","10","CITY ADMINISTRATIVE OFFICER","9184-0","MANAGEMENT ANALYST","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","63801.6","0","530","64331.6","18923.55456","6343.48","FEMALE","ASIAN"
"303030393733","2018","68","CITY PLANNING","1539-0","MANAGEMENT ASSISTANT","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","3841.6","72.03","0","3913.63","1139.41856","576.68","FEMALE","ASIAN"
"3030303939","2018","82","PUBLIC WORKS - SANITATION","4110-2","WASTEWATER COLLECTION WORKER II","PER_EVENT","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","61.08","61.08","0","0","MALE","HISPANIC"
"303031303034","2018","70","POLICE","2214-C","POLICE OFFICER I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","12064.13","364.2","0","12428.33","3578.220958","1626.4","MALE","CAUCASIAN"
"303031303133","2018","39","OFFICE OF FINANCE","1513-0","ACCOUNTANT","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","64867.63","0","658.97","65526.6","19239.739058","9623.38","FEMALE","FILIPINO"
"303031303133","2018","39","OFFICE OF FINANCE","1523-1","SENIOR ACCOUNTANT I","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","13200","0","100","13300","3915.12","1209","FEMALE","FILIPINO"
"303031303433","2018","43","HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","1537-0","PROJECT COORDINATOR","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","4612.16","0","0","4612.16","1367.966656","1471.5","FEMALE","CAUCASIAN"
"303031303433","2018","43","HOUSING AND COMMUNITY INVESTMENT DEPARTMENT","9184-0","MANAGEMENT ANALYST","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","41133.71","0","0","41133.71","12200.258386","10225.62","FEMALE","CAUCASIAN"
"3030313035","2018","78","PUBLIC WORKS - ENGINEERING","7246-3","CIVIL ENGINEERING ASSOCIATE III","PER_EVENT","NOT_ACTIVE","08","PROFESSIONAL ENGINEERING AND SCIENTIFIC","0","0","903.82","903.82","0","0","MALE","ASIAN"
"3030313036","2018","78","PUBLIC WORKS - ENGINEERING","7211-0","GEOGRAPHIC INFORMATION SYSTEMS CHIEF","FULL_TIME","ACTIVE","19","SUPERVISORY TECHNICAL","133660.8","0","365.1","134025.9","39643.79328","17489.52","MALE","FILIPINO"
"3030313037","2018","70","POLICE","1368-0","SENIOR ADMINISTRATIVE CLERK","FULL_TIME","ACTIVE","03","CLERICAL","25340.7","0","31.43","25372.13","7516.05162","8287.12","FEMALE","HISPANIC"
"303031303832","2018","42","HARBOR","3221-3","PORT POLICE OFFICER III","FULL_TIME","ACTIVE","38","LOS ANGELES PORT POLICE ASSOC.","102209.68","15679.53","9220.22","127109.43","44330.65062","17823.36","MALE","CAUCASIAN"
"3030313039","2018","94","TRANSPORTATION","3180-A","CROSSING GUARD","PART_TIME","NOT_ACTIVE","34","CROSSING GUARDS","8616.6","0","3150","11766.6","0","7025.6","FEMALE","HISPANIC"
"303031313031","2018","70","POLICE","2227-1","POLICE SERGEANT I","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","118098","18452.38","1661","138211.38","55328.913","17601.1","MALE","HISPANIC"
"303031313034","2018","70","POLICE","2214-C","POLICE OFFICER I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","2428","0","0","2428","720.1448","554.38","MALE","HISPANIC"
"3030313131","2018","70","POLICE","3181-0","SECURITY OFFICER","PART_TIME","ACTIVE","18","SAFETY / SECURITY","42460.62","1420.12","2970.87","46851.61","0","7987.92","MALE","HISPANIC"
"303031313233","2018","40","GENERAL SERVICES","3156-0","CUSTODIAN","FULL_TIME","ACTIVE","15","SERVICE EMPLOYEES","48109.19","1381.2","3091.01","52581.4","14269.185754","19731.84","FEMALE","HISPANIC"
"3030313133","2018","78","PUBLIC WORKS - ENGINEERING","9489-0","PRINCIPAL CIVIL ENGINEER","FULL_TIME","NOT_ACTIVE","36","MANAGEMENT EMPLOYEES","172300.8","0","4392.34","176693.14","51104.41728","17489.04","FEMALE","ASIAN"
"3030313134","2018","70","POLICE","2209-1","SENIOR POLICE SERVICE REPRESENTATIVE I","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","0","0","0","0","MALE","CAUCASIAN"
"3030313135","2018","86","PUBLIC WORKS - STREET SERVICES","3585-0","MOTOR SWEEPER OPERATOR","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","88521.85","14848.96","1810.65","105181.46","26255.58071","16794.96","MALE","HISPANIC"
"303031313933","2018","68","CITY PLANNING","7213-0","GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST","FULL_TIME","ACTIVE","21","TECHNICAL","69632.32","0","380","70012.32","20652.946112","7203.36","MALE","OTHER"
"303031323031","2018","44","LIBRARY","1358-0","ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","0","0","34.34","34.34","0","0","FEMALE","CAUCASIAN"
"303031323033","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","1141.15","0","111.5","1252.65","0","2326.39","FEMALE","HISPANIC"
"3030313231","2018","70","POLICE","2227-2","POLICE SERGEANT II","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","130503.4","9678.31","5920.83","146102.54","54531.0575","0","MALE","CAUCASIAN"
"3030313232","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","110053.55","8544.45","2179.38","120777.38","40104.982075","17888","MALE","CAUCASIAN"
"303031323733","2018","88","RECREATION AND PARKS","3364-1","COOK I","PART_TIME","ACTIVE","15","SERVICE EMPLOYEES","6795.52","0","0","6795.52","0","0","FEMALE","CAUCASIAN"
"3030313239","2018","44","LIBRARY","1172-1","LIBRARY ASSISTANT I","FULL_TIME","ACTIVE","03","CLERICAL","62278.4","67.37","86.25","62432.02","18471.77344","19731.84","FEMALE","BLACK"
"303031333031","2018","96","TREASURER","1609-1","TREASURY ACCOUNTANT I","PER_EVENT","NOT_ACTIVE","01","ADMINISTRATIVE","0","0","60.96","60.96","0","0","FEMALE","ASIAN"
"3030313332","2018","4","AIRPORTS","3141-0","GARDENER CARETAKER","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","179.91","179.91","0","0","MALE","HISPANIC"
"3030313334","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","FULL_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","13932.74","0","9794.23","23726.97","4132.450684","4997.13","FEMALE","BLACK"
"303031333933","2018","10","CITY ADMINISTRATIVE OFFICER","1501-0","STUDENT WORKER","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","4258.55","11.17","0","4269.72","0","0","MALE","HISPANIC"
"3030313431","2018","26","CONTROLLER","9198-2","FINANCIAL MANAGEMENT SPECIALIST II","FULL_TIME","NOT_ACTIVE","36","MANAGEMENT EMPLOYEES","0","0","81.28","81.28","0","0","MALE","BLACK"
"303031343233","2018","39","OFFICE OF FINANCE","1514-2","TAX AUDITOR II","FULL_TIME","ACTIVE","01","ADMINISTRATIVE","102932.8","0","1200.4","104133.2","30529.86848","17724.72","FEMALE","ASIAN"
"303031343433","2018","4","AIRPORTS","1358-0","ADMINISTRATIVE CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","46121.46","117.44","0","46238.9","13679.625036","7987.92","FEMALE","HISPANIC"
"303031343733","2018","22","ECONOMIC AND WORKFORCE DEVELOPMENT DEPARTMENT","1582-2","YOUTH EMPLOYMENT SPECIALIST II","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","3612.5","0","0","3612.5","0","0","FEMALE","BLACK"
"303031343833","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","17282.3","189.36","100","17571.66","0","4531.1","MALE","CAUCASIAN"
"3030313531","2018","66","PERSONNEL","9167-1","SENIOR PERSONNEL ANALYST I","FULL_TIME","ACTIVE","00","NON-REPRESENTED","112396.8","0","233.07","112629.87","33336.89088","11226.96","FEMALE","BLACK"
"3030313535","2018","12","CITY ATTORNEY","0573-G","DEPUTY CITY ATTORNEY IV","FULL_TIME","NOT_ACTIVE","29","DEPUTY CITY ATTORNEYS","0","0","108.47","108.47","0","0","MALE","CAUCASIAN"
"303031353833","2018","38","FIRE","2112-2","FIREFIGHTER II","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","75072.4","26445.46","1506","103023.86","35171.4194","17942","MALE","CAUCASIAN"
"303031353933","2018","88","RECREATION AND PARKS","1358-0","ADMINISTRATIVE CLERK","PART_TIME","ACTIVE","03","CLERICAL","14202","0","0","14202","0","0","FEMALE","OTHER"
"3030313633","2018","94","TRANSPORTATION","3214-2","TRAFFIC OFFICER II","FULL_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","0","0","54.63","54.63","0","0","FEMALE","BLACK"
"3030313635","2018","88","RECREATION AND PARKS","1358-0","ADMINISTRATIVE CLERK","PART_TIME","ACTIVE","03","CLERICAL","30958.65","0","0","30958.65","0","7654.08","FEMALE","BLACK"
"3030313637","2018","44","LIBRARY","1111-A","MESSENGER CLERK","PER_EVENT","NOT_ACTIVE","03","CLERICAL","0","0","15.51","15.51","0","0","FEMALE","BLACK"
"303031363832","2018","42","HARBOR","9184-1","MANAGEMENT ANALYST I","FULL_TIME","NOT_ACTIVE","01","ADMINISTRATIVE","0","0","35.6","35.6","0","0","FEMALE","HISPANIC"
"3030313734","2018","82","PUBLIC WORKS - SANITATION","3580-2","REFUSE COLLECTION TRUCK OPERATOR II","FULL_TIME","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","79683.35","6756.01","1400.74","87840.1","23634.08161","16794.96","MALE","BLACK"
"303031373633","2018","78","PUBLIC WORKS - ENGINEERING","7214-1","GEOGRAPHIC INFORMATION SYSTEMS SUPERVISOR I","FULL_TIME","NOT_ACTIVE","19","SUPERVISORY TECHNICAL","84844.8","0","600","85444.8","25164.96768","7203.36","MALE","HISPANIC"
"303031373733","2018","88","RECREATION AND PARKS","2415-0","SPECIAL PROGRAM ASSISTANT II","PART_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","16261.54","281.52","106.94","16650","0","5426.32","FEMALE","OTHER"
"303031373933","2018","70","POLICE","2214-C","POLICE OFFICER I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","31600.8","364.2","8","31973","9812.9988","491","MALE","CAUCASIAN"
"3030313832","2018","44","LIBRARY","1172-1","LIBRARY ASSISTANT I","FULL_TIME","NOT_ACTIVE","03","CLERICAL","66899.52","0","1766.99","68666.51","19842.397632","12402.48","FEMALE","ASIAN"
"303031383333","2018","88","RECREATION AND PARKS","2409-0","SEASONAL POOL MANAGER I","PART_TIME","ACTIVE","18","SAFETY / SECURITY","15656.7","304.24","0","15960.94","0","0","MALE","BLACK"
"303031383333","2018","88","RECREATION AND PARKS","2413-0","POOL LIFEGUARD","PART_TIME","NOT_ACTIVE","18","SAFETY / SECURITY","5423.53","0","0","5423.53","0","0","MALE","BLACK"
"3030313834","2018","86","PUBLIC WORKS - STREET SERVICES","3525-0","EQUIPMENT OPERATOR","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","98096.18","31405.56","1458.76","130960.5","29095.326988","17489.04","MALE","CAUCASIAN"
"303031383533","2018","28","COUNCIL","0184-0","COUNCIL AIDE V","FULL_TIME","ACTIVE","00","NON-REPRESENTED","89009.6","0","0","89009.6","26400.24736","7254","FEMALE","BLACK"
"303031383833","2018","70","POLICE","2207-1","POLICE SERVICE REPRESENTATIVE I","FULL_TIME","NOT_ACTIVE","03","CLERICAL","56222.61","0","0","56222.61","16675.626126","7968.72","FEMALE","CAUCASIAN"
"303031393033","2018","16","CITY EMPLOYEES RETIREMENT SYSTEM","1203-0","BENEFITS SPECIALIST","FULL_TIME","ACTIVE","20","SUPERVISORY ADMINISTRATIVE","58966.4","5831.47","123.12","64920.99","17489.43424","11789.31","FEMALE","HISPANIC"
"303031393033","2018","16","CITY EMPLOYEES RETIREMENT SYSTEM","1223-0","ACCOUNTING CLERK","FULL_TIME","NOT_ACTIVE","03","CLERICAL","9587.2","2785.07","0","12372.27","2843.56352","1857.33","FEMALE","HISPANIC"
"3030313931","2018","38","FIRE","2131-0","ENGINEER OF FIRE DEPARTMENT","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","35284.8","12259.74","75566.61","123111.15","16530.9288","3552","MALE","CAUCASIAN"
"3030313932","2018","88","RECREATION AND PARKS","3141-0","GARDENER CARETAKER","FULL_TIME","ACTIVE","04","EQUIPMENT OPERATION AND LABOR","58081.75","1132.8","235.44","59449.99","17227.04705","7987.92","MALE","HISPANIC"
"3030313933","2018","70","POLICE","1170-1","PAYROLL SUPERVISOR I","FULL_TIME","NOT_ACTIVE","20","SUPERVISORY ADMINISTRATIVE","0","0","197","197","0","0","FEMALE","BLACK"
"3030313934","2018","70","POLICE","2223-3","POLICE DETECTIVE III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","138234.9","47083.71","4057.84","189376.45","64763.05065","17886","MALE","ASIAN"
"3030313935","2018","86","PUBLIC WORKS - STREET SERVICES","3112-0","MAINTENANCE LABORER","PER_EVENT","NOT_ACTIVE","04","EQUIPMENT OPERATION AND LABOR","0","0","10.73","10.73","0","0","MALE","HISPANIC"
"303031393733","2018","87","ZOO","2498-0","RECREATION ASSISTANT","PART_TIME","NOT_ACTIVE","07","RECREATION ASSISTANTS","14480.42","0","0","14480.42","0","0","FEMALE","CAUCASIAN"
"303031393933","2018","70","POLICE","2214-C","POLICE OFFICER I","FULL_TIME","NOT_ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","21852","364.2","0","22216.2","6481.3032","5397","MALE","CAUCASIAN"
"303032303034","2018","32","INFORMATION TECHNOLOGY AGENCY","1501-0","STUDENT WORKER","PART_TIME","NOT_ACTIVE","00","NON-REPRESENTED","1949.45","0","50","1999.45","0","0","MALE","OTHER"
"3030323032","2018","38","FIRE","2142-1","FIRE CAPTAIN I","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","131342.65","47912.5","3685.74","182940.89","37306.060005","17942","MALE","HISPANIC"
"3030323033","2018","70","POLICE","2214-3","POLICE OFFICER III","FULL_TIME","ACTIVE","24","POLICE OFFICERS, LIEUTENANT AND BELOW","125467.17","5454.81","1705","132626.98","58781.369145","12306.73","FEMALE","HISPANIC"
"303032303433","2018","88","RECREATION AND PARKS","2498-0","RECREATION ASSISTANT","PART_TIME","ACTIVE","07","RECREATION ASSISTANTS","5317.82","0","0","5317.82","0","0","FEMALE","HISPANIC"
"3030323034","2018","70","POLICE","2207-2","POLICE SERVICE REPRESENTATIVE II","FULL_TIME","NOT_ACTIVE","03","CLERICAL","0","0","714.79","714.79","0","0","MALE","HISPANIC"
"3030323038","2018","4","AIRPORTS","3156-A","CUSTODIAN - AIRPORTS","FULL_TIME","NOT_ACTIVE","15","SERVICE EMPLOYEES","0","0","196.38","196.38","0","0","MALE","HISPANIC"
"303032303933","2018","38","FIRE","2112-1","FIREFIGHTER I","FULL_TIME","NOT_ACTIVE","23","FIREFIGHTERS AND FIRE CAPTAINS","4921.6","1542.39","282","6745.99","1459.74656","888","MALE","HISPANIC"
